soc_code_clean,AIOE,Title,Description,Employment,Mean_Wage,has_employment_data,has_wage_data,Employment_log,Mean_Wage_log
19-4061,3.563382470095295,Social Science Research Assistants,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",268720.0,62249.65763620125,True,True,12.50142894562489,11.038924378708119
19-4071,3.2955617497760787,Forest and Conservation Technicians,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts under the direction of foresters, or train and lead forest workers in forest propagation and fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",237210.0,56612.30133636862,True,True,12.376705319398072,10.943999242524612
19-4092,3.85921002403844,Forensic Science Technicians,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",149710.0,74252.41132856856,True,True,11.916462048002096,11.215238999428665
19-4099,3.6327676046610424,Quality Control Analysts; Remote Sensing Technicians,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests.; Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.",523280.0,64382.90895887479,True,True,13.167873883656048,11.072619019984975
19-5011,3.9616042683652553,Occupational Health and Safety Specialists,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector.",953450.0,88474.68456657403,True,True,13.767843313084919,11.390483042584963
19-5012,3.5928900252199454,Occupational Health and Safety Technicians,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers.",220680.0,63973.47833967736,True,True,12.30447349882435,11.066239506866998
21-1012,3.770474696218225,"Educational, Guidance, and Career Counselors and Advisors",Advise and assist students and provide educational and vocational guidance services.,3236340.0,72270.29984488651,True,True,14.989953928617405,11.188182370069155
21-1013,4.018182139621032,Marriage and Family Therapists,"Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders.",493480.0,72785.7670017022,True,True,13.109239636607924,11.195289445707614
21-1015,3.5385523854699046,Rehabilitation Counselors,"Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, aging, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement.",670060.0,51442.51529713757,True,True,13.415124031998944,10.848239694390296
21-1021,3.759979202014121,"Child, Family, and School Social Workers","Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.",3058150.0,63744.60013406798,True,True,14.933321042930933,11.06265544313404
21-1022,3.7283404788401784,Healthcare Social Workers,"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family caregivers. Provide patients with information and counseling, and make referrals for other services. May also provide case and care management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare.",1464590.0,72499.88426795212,True,True,14.197086580567694,11.191354037567725
21-1023,4.014407218308483,Mental Health and Substance Abuse Social Workers,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education.",991960.0,68311.58695915158,True,True,13.807439070978045,11.131849317879132
21-1091,3.4251247922590484,Health Education Specialists,"Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Use data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May link health systems, health providers, insurers, and patients to address individual and population health needs. May serve as resource to assist individuals, other health professionals, or the community, and may administer fiscal resources for health education programs.",486710.0,72656.36148836062,True,True,13.095425796757842,11.193509991991174
21-1092,3.376335931778436,Probation Officers and Correctional Treatment Specialists,"Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations.",679480.0,71597.44481073762,True,True,13.429084550445827,11.178828632192419
21-1093,3.5484653536309168,Social and Human Service Assistants,"Assist other social and human service providers in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care.",3204560.0,47116.07047457373,True,True,14.980085665476244,10.760390644800497
21-1094,3.470952554703307,Community Health Workers,"Promote health within a community by assisting individuals to adopt healthy behaviors. Serve as an advocate for the health needs of individuals by assisting community residents in effectively communicating with healthcare providers or social service agencies. Act as liaison or advocate and implement programs that promote, maintain, and improve individual and overall community health. May deliver health-related preventive services such as blood pressure, glaucoma, and hearing screenings. May collect data to help identify community health needs.",460830.0,56154.135798450625,True,True,13.04078666040656,10.935873421673094
21-2011,4.079896461823014,Clergy,Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members.,429950.0,67186.17536922898,True,True,12.97142652768818,11.115237665578645
21-2021,3.705382907947627,"Directors, Religious Activities and Education","Coordinate or design programs and conduct outreach to promote the religious education or activities of a denominational group. May provide counseling, guidance, and leadership relative to marital, health, financial, and religious problems.",147790.0,65057.31984572705,True,True,11.903554392543397,11.083039375004779
23-1011,4.187169901474537,Lawyers,"Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law.",5407570.0,180397.2282744375,True,True,15.503310566635314,12.102922065467297
23-1012,3.843261400449842,Judicial Law Clerks,Assist judges in court or by conducting research or preparing legal documents.,96900.0,69392.85139318886,True,True,11.481445117743048,11.147553545930052
23-1021,3.9071358289178897,"Administrative Law Judges, Adjudicators, and Hearing Officers","Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements.",120250.0,120477.94012474013,True,True,11.697336503941745,11.699230245889614
23-1022,3.678686660185758,"Arbitrators, Mediators, and Conciliators",Facilitate negotiation and conflict resolution through dialogue. Resolve conflicts outside of the court system by mutual consent of parties involved.,42160.0,70940.76850094876,True,True,10.649250902099034,11.169614657548154
23-1023,4.094312993181146,"Judges, Magistrate Judges, and Magistrates","Arbitrate, advise, adjudicate, or administer justice in a court of law. May sentence defendant in criminal cases according to government statutes or sentencing guidelines. May determine liability of defendant in civil cases. May perform wedding ceremonies.",196180.0,138347.51707615456,True,True,12.186792981464883,11.837531266517617
23-2011,3.5024817105431207,Paralegals and Legal Assistants,"Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent. Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action.",2617900.0,66537.08193590282,True,True,14.777883409610922,11.105529723426653
23-2093,3.3556093401547953,"Title Examiners, Abstractors, and Searchers","Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies.",341580.0,59577.01124187599,True,True,12.74134011874077,10.995041846084044
25-1011,3.7695316283154945,"Business Teachers, Postsecondary","Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",769670.0,114111.86768355269,True,True,13.553718429795593,11.644943304982748
25-1021,3.818956391123761,"Computer Science Teachers, Postsecondary","Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",342670.0,106041.27440394548,True,True,12.744526082163576,11.57159310872015
25-1022,3.760391512962255,"Mathematical Science Teachers, Postsecondary","Teach courses pertaining to mathematical concepts, statistics, and actuarial science and to the application of original and standardized mathematical techniques in solving specific problems and situations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",467090.0,93107.76402834571,True,True,13.054279378481837,11.441523594477488
25-1031,3.936640525839804,"Architecture Teachers, Postsecondary","Teach courses in architecture and architectural design, such as architectural environmental design, interior architecture/design, and landscape architecture. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",81610.0,110262.32937140056,True,True,11.309719335788534,11.610626687329011
25-1032,4.019046090039467,"Engineering Teachers, Postsecondary","Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",373010.0,119124.77091766975,True,True,12.829363188807735,11.687935112437513
25-1041,3.572970619587116,"Agricultural Sciences Teachers, Postsecondary","Teach courses in the agricultural sciences. Includes teachers of agronomy, dairy sciences, fisheries management, horticultural sciences, poultry sciences, range management, and agricultural soil conservation. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",79580.0,97615.92108569993,True,True,11.284530649873318,11.488806129153746
25-1042,3.7725314206831375,"Biological Science Teachers, Postsecondary",Teach courses in biological sciences. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,492700.0,101170.9665110615,True,True,13.107657778162631,11.524576986700673
25-1043,3.655111274436982,"Forestry and Conservation Science Teachers, Postsecondary",Teach courses in forestry and conservation science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,11400.0,104114.87719298246,True,True,9.34145634983372,11.553259761637849
25-1051,3.766567576513392,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",105940.0,113032.99037190864,True,True,11.570637614359235,11.635443852214706
25-1052,3.835362952653743,"Chemistry Teachers, Postsecondary","Teach courses pertaining to the chemical and physical properties and compositional changes of substances. Work may include providing instruction in the methods of qualitative and quantitative chemical analysis. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",190420.0,103517.43566852222,True,True,12.1569926893751,11.547504998226831
25-1053,3.698599089718898,"Environmental Science Teachers, Postsecondary",Teach courses in environmental science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,63820.0,100365.39172673144,True,True,11.063837568778734,11.516582686442913
25-1054,3.6593206599407697,"Physics Teachers, Postsecondary",Teach courses pertaining to the laws of matter and energy. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,123980.0,105423.89095015325,True,True,11.727883607040448,11.565754044231046
25-1061,3.984873166167567,"Anthropology and Archeology Teachers, Postsecondary",Teach courses in anthropology or archeology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,47710.0,102595.85621463004,True,True,10.77291725825696,11.538562570066413
25-1062,3.5991867587894095,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Teach courses pertaining to the culture and development of an area, an ethnic group, or any other group, such as Latin American studies, women's studies, or urban affairs. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",104430.0,97457.40017236426,True,True,11.556281845220143,11.487180901039745
25-1063,3.794348438370114,"Economics Teachers, Postsecondary",Teach courses in economics. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,113660.0,132457.9553052965,True,True,11.64097561298239,11.7940281051386
25-1064,3.6061503136638606,"Geography Teachers, Postsecondary",Teach courses in geography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,29980.0,99621.27418278852,True,True,10.308319126670684,11.509141054943182
25-1065,3.5160963031884167,"Political Science Teachers, Postsecondary","Teach courses in political science, international affairs, and international relations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",157830.0,105265.2575555978,True,True,11.969280119303956,11.56424820570241
25-1066,3.654873470231687,"Psychology Teachers, Postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",387760.0,94019.73566123376,True,True,12.868144449430725,11.451270629066057
25-1067,3.493543224452317,"Sociology Teachers, Postsecondary",Teach courses in sociology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,115070.0,97626.31963152863,True,True,11.65330460814213,11.488912647489963
25-1071,3.517118862139933,"Health Specialties Teachers, Postsecondary","Teach courses in health specialties, in fields such as dentistry, laboratory technology, medicine, pharmacy, public health, therapy, and veterinary medicine.",2125670.0,136462.2489379819,True,True,14.569598075203354,11.823810618806363
25-1072,3.702864075519102,"Nursing Instructors and Teachers, Postsecondary",Demonstrate and teach patient care in classroom and clinical units to nursing students. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,692840.0,87138.01137347727,True,True,13.448555814617855,11.375259954340576
25-1081,3.598086359422904,"Education Teachers, Postsecondary","Teach courses pertaining to education, such as counseling, curriculum, guidance, instruction, teacher education, and teaching English as a second language. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",553950.0,78791.32177994403,True,True,13.224831514164267,11.274570831757638
25-1082,3.693321796271828,"Library Science Teachers, Postsecondary",Teach courses in library science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,37150.0,84854.98250336474,True,True,10.52274596768403,11.348710774993203
25-1111,3.5408643500455677,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Teach courses in criminal justice, corrections, and law enforcement administration. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",126490.0,85392.25235196458,True,True,11.74792643837364,11.35502236438295
25-1112,3.608719247171989,"Law Teachers, Postsecondary",Teach courses in law. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,142520.0,141921.88885770418,True,True,11.867244636254236,11.863039152872481
25-1113,3.674752148647393,"Social Work Teachers, Postsecondary",Teach courses in social work. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,121320.0,82199.85163204747,True,True,11.706195204432575,11.316920941477797
25-1121,3.487711839301241,"Art, Drama, and Music Teachers, Postsecondary","Teach courses in drama, music, and the arts including fine and applied art, such as painting and sculpture, or design and crafts. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",912320.0,101788.52990178885,True,True,13.723747180812472,11.530662528121436
25-1122,3.646605306527041,"Communications Teachers, Postsecondary","Teach courses in communications, such as organizational communications, public relations, radio/television broadcasting, and journalism. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",275830.0,90697.29652322082,True,True,12.527543638314965,11.415293854484966
25-1123,3.673474141084016,"English Language and Literature Teachers, Postsecondary","Teach courses in English language and literature, including linguistics and comparative literature. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",567950.0,90514.36165155385,True,True,13.249790426376391,11.413274857289593
25-1124,3.617404699788806,"Foreign Language and Literature Teachers, Postsecondary",Teach languages and literature courses in languages other than English. Includes teachers of American Sign Language (ASL). Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,195630.0,87910.69007820886,True,True,12.183985510732729,11.384088067756647
25-1125,3.642333492315432,"History Teachers, Postsecondary",Teach courses in human history and historiography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,185710.0,94002.29712993377,True,True,12.131946980912248,11.451085136487357
25-1126,3.5706041580334187,"Philosophy and Religion Teachers, Postsecondary","Teach courses in philosophy, religion, and theology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",187500.0,88373.2528,True,True,12.141539457711714,11.389335948283357
25-1192,3.542424615988735,"Family and Consumer Sciences Teachers, Postsecondary","Teach courses in childcare, family relations, finance, nutrition, and related subjects pertaining to home management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",23010.0,84900.68665797479,True,True,10.043727641450573,11.349249238509346
25-1193,3.531656237267315,"Recreation and Fitness Studies Teachers, Postsecondary","Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",117410.0,88780.18822928201,True,True,11.673435878750068,11.393930062273254
25-1194,3.3653129210745103,"Career/Technical Education Teachers, Postsecondary","Teach vocational courses intended to provide occupational training below the baccalaureate level in subjects such as construction, mechanics/repair, manufacturing, transportation, or cosmetology, primarily to students who have graduated from or left high school. Teaching takes place in public or private schools whose primary business is academic or vocational education.",1035880.0,68873.12835463567,True,True,13.850762830339226,11.14003589090705
25-2011,3.425999758486213,"Preschool Teachers, Except Special Education","Instruct preschool-aged students, following curricula or lesson plans, in activities designed to promote social, physical, and intellectual growth.",3346550.0,42424.08561055415,True,True,15.023440821209489,10.655495108027418
25-2012,3.5419168115315016,"Kindergarten Teachers, Except Special Education",Teach academic and social skills to kindergarten students.,1126280.0,67256.73535888056,True,True,13.934431612498132,11.116287314773215
25-2021,3.902380431128172,"Elementary School Teachers, Except Special Education",Teach academic and social skills to students at the elementary school level.,13761720.0,69951.19278694814,True,True,16.437401455322956,11.155567327521492
25-2022,3.8654392293103914,"Middle School Teachers, Except Special and Career/Technical Education","Teach one or more subjects to students at the middle, intermediate, or junior high school level.",6119770.0,70160.59729368915,True,True,15.627035235487773,11.158556393230601
25-2023,3.6897526568688512,"Career/Technical Education Teachers, Middle School","Teach occupational, vocational, career, or technical subjects to students at the middle, intermediate, or junior high school level.",136120.0,68840.49368204526,True,True,11.821299475046864,11.139561947969877
25-2031,3.9277128296815222,"Secondary School Teachers, Except Special and Career/Technical Education",Teach one or more subjects to students at the secondary school level.,10564740.0,73820.21992022521,True,True,16.173032693824084,11.209401502053312
25-2032,3.9132367799435817,"Career/Technical Education Teachers, Secondary School","Teach occupational, vocational, career, or technical subjects to students at the secondary school level.",1026680.0,70572.0707523279,True,True,13.841841827223154,11.164403916613837
25-2051,3.539831687477683,"Special Education Teachers, Preschool","Teach academic, social, and life skills to preschool-aged students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",244050.0,72205.72833435771,True,True,12.405132498827898,11.187288510765539
25-2057,3.839166117179361,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",940700.0,72378.29775698947,True,True,13.75438062099764,11.189675594901415
25-2058,3.852432174154028,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",1605250.0,74737.18859990656,True,True,14.288790688612027,11.221746466726332
25-2059,3.3727791895040538,Adapted Physical Education Specialists,"Provide individualized physical education instruction or services to children, youth, or adults with exceptional physical needs due to gross motor developmental delays or other impairments.",362740.0,74375.32805866461,True,True,12.801444359963115,11.216892998939462
25-3011,3.699629823651499,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Teach or instruct out-of-school youths and adults in basic education, literacy, or English as a Second Language classes, or in classes for earning a high school equivalency credential.",332010.0,64822.35595313394,True,True,12.712923379879875,11.079421248776105
25-3021,3.1397784588814086,Self-Enrichment Teachers,"Teach or instruct individuals or groups for the primary purpose of self-enrichment or recreation, rather than for an occupational objective, educational attainment, competition, or fitness.",2593970.0,53517.64476844374,True,True,14.768700464150697,10.887785372516701
25-3031,3.2916930811512377,"Substitute Teachers, Short-Term","Teach students on a short-term basis as a temporary replacement for a regular classroom teacher, typically using the regular teacher's lesson plan.",4580440.0,45169.05144483936,True,True,15.337305839664563,10.718189567564082
25-3041,3.754145636288925,Tutors,Instruct individual students or small groups of students in academic subjects to support formal class instruction or to prepare students for standardized or admissions tests.,1580680.0,47798.1361818964,True,True,14.273366324802103,10.774762846807812
25-4011,3.462157022187125,Archivists,"Appraise, edit, and direct safekeeping of permanent records and historically valuable documents. Participate in research activities based on archival materials.",50920.0,67826.96975648076,True,True,10.838030691127368,11.124729922141455
25-4012,3.693946517727371,Curators,"Administer collections, such as artwork, collectibles, historic items, or scientific specimens of museums or other institutions. May conduct instructional, research, or public service activities of institution.",87570.0,70016.66209889231,True,True,11.38020517188695,11.156502804903704
25-4013,3.3448046648648693,Museum Technicians and Conservators,"Restore, maintain, or prepare objects in museum collections for storage, research, or exhibit. May work with specimens such as fossils, skeletal parts, or botanicals; or artifacts, textiles, or art. May identify and record objects or install and arrange them in exhibits. Includes book or document conservators.",93650.0,54442.111051788575,True,True,11.447330385871819,10.904911601565168
25-4022,3.556479293667733,Librarians and Media Collections Specialists,"Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",1175090.0,69719.1455973585,True,True,13.976856149370057,11.152244587947303
25-4031,2.979439757513206,Library Technicians,"Assist librarians by helping readers in the use of library catalogs, databases, and indexes to locate books and other materials; and by answering questions that require only brief consultation of standard reference. Compile records; sort and shelve books or other media; remove or repair damaged books or other media; register patrons; and check materials in and out of the circulation process. Replace materials in shelving area (stacks) or files. Includes bookmobile drivers who assist with providing services in mobile libraries.",622620.0,43263.37525296328,True,True,13.34169326594218,10.675084832926487
25-9021,4.010495059826788,Farm and Home Management Educators,"Instruct and advise individuals and families engaged in agriculture, agricultural-related processes, or home management activities. Demonstrate procedures and apply research findings to advance agricultural and home management activities. May develop educational outreach programs. May instruct on either agricultural issues such as agricultural processes and techniques, pest management, and food safety, or on home management issues such as budgeting, nutrition, and child development.",89820.0,60780.75706969495,True,True,11.40557407995762,11.015044974734986
25-9031,4.09411744520113,Instructional Coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology into instruction in order to provide guidelines to educators and instructors for developing curricula and conducting courses. May train and coach teachers. Includes educational consultants and specialists, and instructional material directors.",1948800.0,77752.79371921183,True,True,14.482724869633872,11.26130262266733
25-9044,3.351719830106344,"Teaching Assistants, Postsecondary","Assist faculty or other instructional staff in postsecondary institutions by performing instructional support activities, such as developing teaching materials, leading discussion groups, preparing and giving examinations, and grading examinations or papers.",1469210.0,47784.79237141048,True,True,14.200236079967413,10.774483643574111
27-1011,3.744722758678208,Art Directors,"Formulate design concepts and presentation approaches for visual productions and media, such as print, broadcasting, video, and film. Direct workers engaged in artwork or layout design.",349000.0,127899.08280802293,True,True,12.762830066509972,11.75900463501022
27-1012,2.687641365925532,Craft Artists,"Create or reproduce handmade objects for sale and exhibition using a variety of techniques, such as welding, weaving, pottery, and needlecraft.",23640.0,46386.78087986464,True,True,10.070737771809798,10.744791360427097
27-1013,2.801495978100433,"Fine Artists, Including Painters, Sculptors, and Illustrators",Create original artwork using any of a wide variety of media and techniques.,62610.0,68486.51812809455,True,True,11.044696260501281,11.134406790538653
27-1014,3.5091731454043305,Special Effects Artists and Animators,"Create special effects or animations using film, video, computers, or other electronic tools and media for use in products, such as computer games, movies, music videos, and commercials.",139070.0,107971.73222118356,True,True,11.842739873070231,11.589633994794573
27-1021,3.6575007927386025,Commercial and Industrial Designers,"Design and develop manufactured products, such as cars, home appliances, and children's toys. Combine artistic talent with research on product use, marketing, and materials to create the most functional and appealing product design.",203880.0,87495.2427898764,True,True,12.225291769287937,11.379351131879508
27-1022,3.4579710756832966,Fashion Designers,Design clothing and accessories. Create original designs or adapt fashion trends.,140330.0,87465.58683104112,True,True,11.851759196779792,11.37901213462868
27-1023,3.0167524388114386,Floral Designers,"Design, cut, and arrange live, dried, or artificial flowers and foliage.",274710.0,37731.66502857559,True,True,12.523474914965657,10.538281444669433
27-1024,3.315834686418673,Graphic Designers,"Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos. May use a variety of mediums to achieve artistic or decorative effects.",1522720.0,68347.305413996,True,True,14.236009424025509,11.132372049072197
27-1025,3.705302826145692,Interior Designers,"Plan, design, and furnish the internal space of rooms or buildings. Design interior environments or create physical layouts that are practical, aesthetic, and conducive to the intended purposes. May specialize in a particular field, style, or phase of interior design.",479970.0,71484.32506198304,True,True,13.081480964392247,11.17724746372834
27-1026,2.9397837582846615,Merchandise Displayers and Window Trimmers,"Plan and erect commercial displays, such as those in windows and interiors of retail stores and at trade exhibitions.",1289210.0,40751.84997013675,True,True,14.069540961310228,10.615281054140933
27-1027,3.7281048725841015,Set and Exhibit Designers,"Design special exhibits and sets for film, video, television, and theater productions. May study scripts, confer with directors, and conduct research to determine appropriate architectural styles.",74710.0,76217.46084861465,True,True,11.221382615969278,11.241358980687021
27-2012,3.859058834669913,Producers and Directors; Media Programming Directors; Talent Directors; Media Technical Directors/Managers,"Produce or direct stage, television, radio, video, or film productions for entertainment, information, or instruction. Responsible for creative decisions, such as interpretation of script, choice of actors or guests, set design, sound, special effects, and choreography.; Direct and coordinate activities of personnel engaged in preparation of radio or television station program schedules and programs, such as sports or news.; Audition and interview performers to select most appropriate talent for parts in stage, television, radio, or motion picture productions.; Coordinate activities of technical departments, such as taping, editing, engineering, and maintenance, to produce radio or television programs.",1046270.0,110374.47494432604,True,True,13.860742972268977,11.611643240903355
27-2021,2.903975890321465,Athletes and Sports Competitors,Compete in athletic events.,92560.0,234419.61214347451,True,True,11.435623165612137,12.364872268584548
27-2022,3.7044267305375063,Coaches and Scouts,Instruct or coach groups or individuals in the fundamentals of sports for the primary purpose of competition. Demonstrate techniques and methods of participation. May evaluate athletes' strengths and weaknesses as possible recruits or to improve the athletes' technique to prepare them for competition. Those required to hold teaching certifications should be reported in the appropriate teaching category.,2196840.0,58616.530425520294,True,True,14.602530977332243,10.97878908484658
27-2023,3.3406490031474987,"Umpires, Referees, and Other Sports Officials","Officiate at competitive athletic or sporting events. Detect infractions of rules and decide penalties according to established regulations. Includes all sporting officials, referees, and competition judges.",110060.0,46437.604942758495,True,True,11.608790036525589,10.745886395368338
27-2032,3.0046574717676457,Choreographers,Create new dance routines. Rehearse performance of routines. May direct and stage presentations.,24990.0,60993.6574629852,True,True,10.126271039034782,11.018541556745857
27-2041,3.7087041308413977,Music Directors and Composers,"Conduct, direct, plan, and lead instrumental or vocal performances by musical artists or groups, such as orchestras, bands, choirs, and glee clubs; or create original works of music.",86490.0,78548.3870967742,True,True,11.36779564126401,11.271482840938802
27-3011,3.718744275992921,Broadcast Announcers and Radio Disc Jockeys,"Speak or read from scripted materials, such as news reports or commercial messages, on radio, television, or other communications media. May play and queue music, announce artist or title of performance, identify station, or interview guests.",177230.0,74214.90549004119,True,True,12.085209245418868,11.214733765887772
27-3023,3.6161938469584456,"News Analysts, Reporters, and Journalists","Narrate or write news stories, reviews, or commentary for print, broadcast, or other communications media such as newspapers, magazines, radio, or television. May collect and analyze information through interview, investigation, or observation.",308750.0,100529.804048583,True,True,12.640290405785475,11.518219467463403
27-3031,3.586585385983339,Public Relations Specialists,"Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media.",2099670.0,79736.62365990847,True,True,14.55729122375348,11.28649681938655
27-3041,3.814841256809951,Editors,"Plan, coordinate, revise, or edit written material. May review proposals and drafts for possible publication.",681470.0,85564.50980967614,True,True,13.432008976021823,11.35703755815048
27-3042,3.3767807341497886,Technical Writers,"Write technical materials, such as equipment manuals, appendices, or operating and maintenance instructions. May assist in layout work.",366640.0,91556.48865372028,True,True,12.812138446650374,11.424722345268759
